,Company,Revenue,Gross Margin (%),EBITDA Margin (%),Net Profit Margin (%),ROE,ROIC,ROA,Net Debt to EBITDA,D/E,10Y Revenue Growth (per Share),10Y Net Income Growth (per Share),5Y Revenue Growth (per Share),5Y Net Income Growth (per Share),3Y Revenue Growth (per Share),3Y Net Income Growth (per Share),P/E,EV/EBITDA,P/B,Sector,Market Cap,Price Change (%),Market Capitalisation,Sector Market Cap,year
81,SAFM,2816057000.0,0.1612,0.135,0.0671,0.1588,0.1767,0.1489,-0.6178,0.0,0.091,0.0,0.0691,0.0,0.0228,0.1382,10.7503,4.7432,1.7069,Consumer Defensive,2031627646.84,46.22789169140976,0.13740610438628828,1478557052406.134,2016
83,UNFI,8470286000.0,0.151,0.035,0.0148,0.0828,0.0629,0.0782,1.968,0.3949,0.1117,0.0918,0.1202,0.0912,0.1096,0.0449,20.008,10.4964,1.6585,Consumer Defensive,2520043164.22,2.9891310631578785,0.17043935911157437,1478557052406.134,2016
85,LOPE,873344000.0,0.5728,0.324,0.1701,0.192,0.2106,0.1729,-0.3364,0.127,0.1736,0.5875,0.1466,0.2326,0.1231,0.1757,18.1304,9.4233,3.5067,Consumer Defensive,2763317528.58,53.35730925190835,0.1868928577414789,1478557052406.134,2016
86,EPC,2362000000.0,0.4911,0.163,0.0757,0.0977,0.0526,0.16699999999999998,2.8769,1.0085,-0.0287,-0.0397,-0.0992,-0.0441,0.0062,-0.2259,26.3311,15.0751,2.563,Consumer Defensive,4687774454.72,-20.813334147135414,0.3170506303487807,1478557052406.134,2016
88,CALM,1908650000.0,0.3395,0.278,0.1656,0.3453,0.4516,0.3361,-0.6855,0.0279,0.1457,0.0,0.1494,0.3875,0.1383,0.8408,6.7835,3.3822,2.3458,Consumer Defensive,2159873404.5,1.5999986480863932,0.14607981484279717,1478557052406.134,2016
90,CORE,14529400000.0,0.0507,0.009000000000000001,0.0037,0.1023,0.0599,0.0646,2.576,0.7278,0.0898,0.0856,0.1201,0.1529,0.1391,0.0898,36.7692,17.4487,3.7596,Consumer Defensive,1985500253.16,-25.70271692974357,0.13428634694406216,1478557052406.134,2016
92,FIZZ,704785000.0,0.3426,0.149,0.0868,0.2969,0.4679,0.2914,-1.0058,0.0,0.0291,0.104,0.0315,0.0835,0.02,0.0915,36.0611,19.944000000000006,10.6665,Consumer Defensive,2198981846.0,94.58914417120131,0.14872485592770876,1478557052406.134,2016
93,UVV,2120373000.0,0.1921,0.102,0.0514,0.0771,0.0671,0.0634,0.5332,0.3073,0.0304,0.3158,-0.0281,-0.0604,-0.0392,-0.0544,13.6563,6.5118,0.9126,Consumer Defensive,1290578220.88,-13.889604381628068,0.0872863322236889,1478557052406.134,2016
96,NUS,2207797000.0,0.7733,0.129,0.0648,0.2155,0.1829,0.1883,0.171,0.6278,0.0951,0.1851,0.0754,0.0089,-0.0975,-0.2543,18.9031,9.4813,3.9481,Consumer Defensive,2655628819.46,43.57168645460434,0.17960949258862585,1478557052406.134,2016
97,PSMT,2905176000.0,0.1568,0.061,0.0305,0.139,0.1526,0.1436,-0.5382,0.16399999999999998,0.13699999999999998,0.2119,0.1082,0.0717,0.0776,0.0141,28.6062,13.7847,3.9218,Consumer Defensive,2538825437.75,3.5872559958255694,0.17170967015567204,1478557052406.134,2016
99,LBY,796210000.0,0.2089,0.122,0.0127,0.0694,0.0467,0.0233,3.5697,2.8104,-0.029,0.0,-0.0218,-0.1705,-0.0207,-0.2998,42.3913,7.9539,2.9401,Consumer Defensive,425953359.0,-59.412295370279296,0.028808719846611503,1478557052406.134,2016
101,HELE,1392575000.0,0.3775,0.115,0.0727,0.1088,0.0527,0.1638,2.4675,0.6665,0.0959,0.0807,0.1422,0.0331,0.0668,-0.0057,26.6369,19.3558,2.8718,Consumer Defensive,2697382998.4,12.361514255534804,0.18243347417743577,1478557052406.134,2016
103,TUES,956396000.0,0.3574,0.022,0.0039,0.0163,0.0067,0.0159,-0.6721,0.0,-0.0031,-0.2484,0.0252,-0.1772,0.0332,0.0,87.75,14.1774,1.3524,Consumer Defensive,312640227.9,-49.07407497345827,0.02114495530566264,1478557052406.134,2016
105,ATGE,1080075000.0,0.4732,0.07,-0.0029,-0.002,0.0691,-0.0047,-4.2002,0.0,0.0379,0.0,-0.1133,0.0,-0.1802,0.0,0.0,10.5416,0.7076,Consumer Defensive,1119477840.0,34.13077743346806,0.07571421327152811,1478557052406.134,2016
106,UTI,347146000.0,0.44,-0.009000000000000001,-0.1374,-0.3491,-0.1515,-0.2629,27.3636,0.3225,0.0135,0.0,-0.0505,0.0,-0.0273,0.0,0.0,13.0133,0.318,Consumer Defensive,43337729.42,-18.08873581277258,0.0029310826626185458,1478557052406.134,2016
107,CENT,1829017000.0,0.3024,0.083,0.0243,0.0805,0.0926,0.0696,1.9244,0.7148,0.0456,-0.0061,0.0521,0.1253,0.028,0.0,28.0549,10.5035,2.283,Consumer Defensive,1299007835.19,16.109778154644776,0.08785645660923641,1478557052406.134,2016
111,LANC,1191109000.0,0.2516,0.175,0.1022,0.2371,0.26,0.3341,-0.5656,0.0,0.0466,0.0604,0.0203,0.0299,0.0541,0.0358,28.6764,16.1876,6.7972,Consumer Defensive,3497729485.25,-7.183848942471372,0.2365637145727965,1478557052406.134,2016
112,SAM,906446000.0,0.5071,0.206,0.0964,0.1956,0.2032,0.1744,-0.4877,0.0,0.1342,0.182,0.129,0.0654,0.077,0.0812,24.5887,10.9727,4.7535,Consumer Defensive,2139396196.8,12.147894922816851,0.1446948694552197,1478557052406.134,2016
114,WMK,3136720000.0,0.2753,0.064,0.0278,0.0941,0.0573,0.0803,-0.0861,0.0696,0.0345,0.0457,0.0265,0.0289,0.0522,0.06,20.6512,8.8448,1.9421,Consumer Defensive,1799774821.13,-36.63870944182415,0.1217250844802459,1478557052406.134,2016
115,STRA,441088000.0,0.4511,0.17,0.0789,0.1847,0.3277,0.2002,-1.7208,0.0,0.0838,-0.0116,-0.0463,-0.1811,-0.044,0.2833,24.9726,10.3777,4.6161,Consumer Defensive,908706099.78,10.656015342302096,0.06145898112630923,1478557052406.134,2016
116,GPX,490559000.0,0.1634,0.078,0.0413,0.1209,0.0913,0.3144,1.0863,0.3445,0.1002,0.1119,0.106,0.0497,0.0873,-0.0084,24.0909,13.8652,2.9067,Consumer Defensive,486418092.05,-20.411660149074184,0.03289816184356404,1478557052406.134,2016
117,APEI,313139000.0,0.6263,0.187,0.0771,0.0913,0.1882,0.1128,-2.5026,0.0,0.1904,0.2566,0.06,-0.0799,0.0146,-0.1421,16.5333,4.3234,1.5085,Consumer Defensive,399179708.8,1.0080645471408152,0.026997923965828292,1478557052406.134,2016
124,IMKTA,3794977406.0,0.2436,0.063,0.0143,0.1153,0.0555,0.038,3.6657,1.8641,0.058,0.044,0.0511,0.1085,0.0448,0.4305,14.1564,6.9859,1.6775,Consumer Defensive,788713079.68,-28.798142598795128,0.05334343226028955,1478557052406.134,2016
125,CECO,704392000.0,0.6662,-0.017,-0.0266,-0.0582,-0.1103,-0.1566,17.3632,0.0,-0.0624,0.0,-0.1476,0.0,-0.1224,0.0,0.0,0.0,2.0882,Consumer Defensive,671222433.0,23.265302944858647,0.04539712768659716,1478557052406.134,2016
126,TR,521100000.0,0.3823,0.226,0.1296,0.0949,0.0851,0.162,-1.5202,0.0113,0.0108,0.0092,0.0048,0.0997,0.0013,0.0512,36.5949,19.3348,3.4331,Consumer Defensive,2455254516.5876,-4.387794094945502,0.16605747560380135,1478557052406.134,2016
128,ANDE,3924790000.0,0.08800000000000001,0.032,0.003,0.015,0.0089,0.0112,3.3119,0.6116,0.0968,-0.1138,-0.0334,-0.3457,-0.1136,-0.4958,105.6098,13.1632,1.5769,Consumer Defensive,1221060000.0,-26.70743658636464,0.08258457108658096,1478557052406.134,2016
